y_positions,T_true,T_pinn,T_analytical
0.48743718592964824,350.0243718592965,349.02527151703043,350.0253141755853
0.49246231155778897,350.02462311557787,350.48278695292913,350.02557514646765
0.49748743718592975,350.0248743718593,350.1981186098083,350.02583611734997
0.5025125628140704,350.0251256281407,350.52413068307055,350.0260970882323
0.507537688442211,350.0253768844221,348.57724919532524,350.0263580591146
0.5125628140703518,350.02562814070353,351.06981549309387,350.02661902999694
0.5175879396984926,350.0258793969849,349.95608458290735,350.02688000087926
0.5226130653266332,350.0261306532663,350.5802220616351,350.0271409717616
0.5276381909547739,350.02638190954775,349.50642894598496,350.0274019426439
0.5326633165829145,350.02663316582914,350.3330201183604,350.0276629135262
0.5376884422110554,350.0268844221105,349.5001766405237,350.02792388440855
0.542713567839196,350.02713567839197,349.7152511980441,350.0281848552909
0.5477386934673367,350.02738693467336,350.98440261160675,350.0284458261732
0.5527638190954773,350.02763819095475,349.9322969905731,350.0287067970555
0.5577889447236182,350.0278894472362,350.13660588382606,350.02896776793784
0.5628140703517588,350.0281407035176,350.463174568862,350.02922873882017
0.5678391959798995,350.02839195979897,350.2762329037853,350.0294897097025
0.5728643216080402,350.0286432160804,350.1038526686522,350.0297506805848
0.577889447236181,350.0288944723618,350.2113749735949,350.03001165146713
0.5829145728643217,350.02914572864324,351.23085352126236,350.03027262234946
0.5879396984924623,350.02939698492463,350.00058758640785,350.0305335932318
0.592964824120603,350.029648241206,350.1301977645635,350.0307945641141
0.5979899497487438,350.02989949748746,350.5552266954913,350.0310555349964
0.6030150753768845,350.03015075376885,350.58291372024786,350.03131650587875
0.6080402010050251,350.03040201005024,350.6239171628304,350.0315774767611
0.6130653266331658,350.0306532663317,350.35001837734626,350.0318384476434
0.6180904522613065,350.03090452261307,349.45940206624783,350.0320994185257
0.6231155778894473,350.03115577889446,350.847871545045,350.03236038940804
0.628140703517588,350.0314070351759,349.45823433866656,350.03262136029036
0.6331658291457286,350.0316582914573,350.1829760240768,350.0328823311727
0.6381909547738694,350.0319095477387,349.654771622729,350.033143302055
0.6432160804020101,350.0321608040201,350.0000916307236,350.03340427293733
0.6482412060301508,350.0324120603015,350.19679326545327,350.03366524381966
0.6532663316582915,350.0326633165829,350.193341924308,350.033926214702
0.6582914572864322,350.03291457286434,350.243874949982,350.0341871855843
0.6633165829145728,350.03316582914573,350.84002146367504,350.0344481564666
0.6683417085427136,350.0334170854271,350.2601842361841,350.03470912734895
0.6733668341708544,350.03366834170856,349.91159002406323,350.03497009823127
0.678391959798995,350.03391959798995,350.5159631821341,350.0352310691136
0.6834170854271358,350.03417085427134,350.62890609873364,350.0354920399959
0.6884422110552764,350.0344221105528,349.42061820298426,350.03575301087824
0.6934673366834172,350.03467336683417,350.3333734017591,350.03601398176056
0.6984924623115578,350.03492462311556,350.385510994271,350.0362749526429
0.7035175879396985,350.035175879397,349.886394127717,350.0365359235252
0.7085427135678392,350.0354271356784,350.7232805423342,350.03679689440753
0.71356783919598,350.0356783919598,349.9606505984435,350.03705786528985
0.7185929648241206,350.0359296482412,350.098717874977,350.0373188361722
0.7236180904522613,350.0361809045226,349.9496449923807,350.0375798070545
0.7286432160804021,350.036432160804,350.04422168459473,350.0378407779368
0.7336683417085428,350.03668341708544,349.48854587363786,350.03810174881914
0.7386934673366835,350.03693467336683,349.3169092320697,350.03836271970147
0.7437185929648241,350.0371859296482,350.83443846126073,350.0386236905838
0.7487437185929648,350.03743718592966,349.6139565117705,350.0388846614661
0.7537688442211056,350.03768844221105,349.5419922674829,350.03914563234844
0.7587939698492463,350.03793969849244,348.9612446416906,350.03940660323076
0.7638190954773869,350.0381909547739,349.71871008092916,350.0396675741131
0.7688442211055276,350.03844221105527,349.37689731435154,350.0399285449954
0.7738693467336684,350.03869346733666,350.8597010474048,350.0401895158777
0.7788944723618091,350.0389447236181,350.5438532682894,350.04045048676005
0.7839195979899498,350.0391959798995,349.6951208073106,350.0407114576424
0.7889447236180904,350.0394472361809,351.16566513885306,350.0409724285247
0.7939698492462313,350.0396984924623,350.5305812359581,350.041233399407
0.7989949748743719,350.0399497487437,349.8775340569894,350.04149437028934
0.8040201005025126,350.04020100502515,348.7904981475884,350.04175534117167
0.8090452261306533,350.04045226130654,351.18592354760193,350.042016312054
0.814070351758794,350.04070351758793,349.3459172842061,350.0422772829363
0.8190954773869347,350.0409547738694,349.21825540039094,350.04253825381863
0.8241206030150754,350.04120603015076,350.55249124615557,350.04279922470096
0.8291457286432162,350.04145728643215,351.2613334896018,350.0430601955833
0.8341708542713568,350.0417085427136,350.7338449519689,350.0433211664656
0.8391959798994976,350.041959798995,350.32391435902116,350.0435821373479
0.8442211055276382,350.04221105527637,350.339588226109,350.04384310823025
0.849246231155779,350.0424623115578,350.46917009094796,350.04410407911257
0.8542713567839196,350.0427135678392,350.4221778627326,350.0443650499949
0.8592964824120604,350.0429648241206,350.1835605361053,350.0446260208772
0.864321608040201,350.04321608040203,350.09531663237794,350.04488699175954
0.8693467336683418,350.0434673366834,350.01217077273367,350.04514796264186
0.8743718592964824,350.0437185929648,349.6667362985315,350.0454089335242
0.8793969849246231,350.04396984924625,349.90363231081284,350.0456699044065
0.8844221105527639,350.04422110552764,349.1977426984299,350.04593087528883
0.8894472361809046,350.044472361809,349.99530254841164,350.04619184617115
0.8944723618090453,350.0447236180905,349.550428064515,350.0464528170535
0.8994974874371859,350.04497487437186,349.49318021576397,350.0467137879358
0.9045226130653267,350.04522613065325,350.13517320623,350.0469747588181
0.9095477386934674,350.0454773869347,350.741478530107,350.04723572970045
0.9145728643216081,350.0457286432161,350.50488694621725,350.04749670058277
0.9195979899497487,350.04597989949747,349.2607295976859,350.0477576714651
0.9246231155778895,350.0462311557789,349.55141708749375,350.0480186423474
0.9296482412060302,350.0464824120603,350.5168680060544,350.04827961322974
0.9346733668341709,350.0467336683417,349.5554899715725,350.04854058411206
0.9396984924623116,350.04698492462313,349.93466834962464,350.0488015549944
0.9447236180904522,350.0472361809045,350.3222622304168,350.0490625258767
0.9497487437185931,350.0474874371859,349.5633152097541,350.04932349675903
0.9547738693467337,350.04773869346735,350.1004264465403,350.04958446764135
0.9597989949748744,350.04798994974874,349.3809772022896,350.0498454385237
0.9648241206030151,350.0482412060301,349.7475573840545,350.050106409406
0.9698492462311559,350.0484924623116,350.2083834293828,350.0503673802883
0.9748743718592965,350.04874371859296,349.2522468518271,350.05062835117064
0.9798994974874373,350.04899497487435,350.2692323438545,350.05088932205297
0.9849246231155779,350.0492462311558,350.0394273316924,350.0511502929353
0.9899497487437187,350.0494974874372,350.32574246464577,350.0514112638176
0.9949748743718595,350.04974874371857,350.1617058107509,350.05167223469994
1.0,350.05,350.73207021498695,350.05193320558226
